0,2791474
0.02,81670
0.03,81670
0.05,81670
0.07,81670
0.08,81670
0.1,81670
0.12,81670
0.13,81670
0.15,81670
0.17,81670
0.18,81670
0.2,81670
0.22,81670
0.23,81670
0.25,81670
0.27,81670
0.28,81670
0.3,81670
0.32,81670
0.33,81670
0.35,81670
0.37,81670
0.38,81670
0.4,81670
0.42,81670
0.43,81670
0.45,81670
0.47,81670
0.48,81670
0.5,81670
0.52,81670
0.53,81670
0.55,81670
0.57,81670
0.58,81670
0.6,81670
0.62,81670
0.63,81670
0.65,81670
0.67,81670
0.68,81670
0.7,81670
0.72,81670
0.73,81670
0.75,81670
0.77,81670
0.78,81670
0.8,81670
0.82,81670
0.83,81670
0.85,81670
0.87,81670
0.88,81670
0.9,81670
0.92,81670
0.93,81670
0.95,81670
0.97,2873145
0.98,163341
1,163341
1.02,163341
1.03,163341
1.05,163341
1.07,163341
1.08,163341
1.1,163341
1.12,163341
1.13,163341
1.15,163341
1.17,163341
1.18,163341
1.2,163341
1.22,163341
1.23,163341
1.25,163341
1.27,163341
1.28,163341
1.3,163341
1.32,163341
1.33,163341
1.35,163341
1.37,163341
1.38,163341
1.4,163341
1.42,163341
1.43,163341
1.45,163341
1.47,163341
1.48,163341
1.5,163341
1.52,163341
1.53,163341
1.55,163341
1.57,163341
1.58,163341
1.6,163341
1.62,163341
1.63,163341
1.65,163341
1.67,163341
1.68,163341
1.7,163341
1.72,163341
1.73,163341
1.75,163341
1.77,163341
1.78,163341
1.8,163341
1.82,163341
1.83,163341
1.85,163341
1.87,163341
1.88,163341
1.9,163341
1.92,163341
1.93,2954816
1.95,245011
1.97,245011
1.98,245011
2,245011
2.02,245011
2.03,245011
2.05,245011
2.07,245011
2.08,245011
2.1,245011
2.12,245011
2.13,245011
2.15,245011
2.17,245011
2.18,245011
2.2,245011
2.22,245011
2.23,245011
2.25,245011
2.27,245011
2.28,245011
2.3,245011
2.32,245011
2.33,245011
2.35,245011
2.37,245011
2.38,245011
2.4,245011
2.42,245011
2.43,245011
2.45,245011
2.47,245011
2.48,245011
2.5,245011
2.52,245011
2.53,245011
2.55,245011
2.57,245011
2.58,245011
2.6,245011
2.62,245011
2.63,245011
2.65,245011
2.67,245011
2.68,245011
2.7,245011
2.72,245011
2.73,245011
2.75,245011
2.77,245011
2.78,245011
2.8,245011
2.82,245011
2.83,245011
2.85,245011
2.87,245011
2.88,2188193
2.9,301863
2.92,301863
2.93,301863
2.95,301863
2.97,301863
2.98,301863
3,301863
3.02,301863
3.03,301863
3.05,301863
3.07,301863
3.08,301863
3.1,301863
3.12,301863
3.13,301863
3.15,301863
3.17,301863
3.18,301863
3.2,301863
3.22,301863
3.23,301863
3.25,301863
3.27,301863
3.28,301863
3.3,301863
3.32,301863
3.33,301863
3.35,301863
3.37,301863
3.38,301863
3.4,301863
3.42,301863
3.43,301863
3.45,301863
3.47,301863
3.48,301863
3.5,301863
3.52,301863
3.53,301863
3.55,301863
3.57,301863
3.58,301863
3.6,301863
3.62,301863
3.63,301863
3.65,301863
3.67,301863
3.68,301863
3.7,301863
3.72,301863
3.73,301863
3.75,301863
3.77,301863
3.78,301863
3.8,301863
3.82,301863
3.83,301863
3.85,3093338
3.87,383534
3.88,383534
3.9,383534
3.92,383534
3.93,383534
3.95,383534
3.97,383534
3.98,383534
4,383534
4.02,383534
4.03,383534
4.05,383534
4.07,383534
4.08,383534
4.1,383534
4.12,383534
4.13,383534
4.15,383534
4.17,383534
4.18,383534
4.2,383534
4.22,383534
4.23,383534
4.25,383534
4.27,383534
4.28,383534
4.3,383534
4.32,383534
4.33,383534
4.35,383534
4.37,383534
4.38,383534
4.4,383534
4.42,383534
4.43,383534
4.45,383534
4.47,383534
4.48,383534
4.5,383534
4.52,383534
4.53,383534
4.55,383534
4.57,383534
4.58,383534
4.6,383534
4.62,383534
4.63,383534
4.65,383534
4.67,383534
4.68,383534
4.7,383534
4.72,383534
4.73,383534
4.75,383534
4.77,383534
4.78,383534
4.8,3175008
4.82,465204
4.83,465204
4.85,465204
4.87,465204
4.88,465204
4.9,465204
4.92,465204
4.93,465204
4.95,465204
4.97,465204
4.98,465204
5,465204
5.02,465204
5.03,465204
5.05,465204
5.07,465204
5.08,465204
5.1,465204
5.12,465204
5.13,465204
5.15,465204
5.17,465204
5.18,465204
5.2,465204
5.22,465204
5.23,465204
5.25,465204
5.27,465204
5.28,465204
5.3,465204
5.32,465204
5.33,465204
5.35,465204
5.37,465204
5.38,465204
5.4,465204
5.42,465204
5.43,465204
5.45,465204
5.47,465204
5.48,465204
5.5,465204
5.52,465204
5.53,465204
5.55,465204
5.57,465204
5.58,465204
5.6,465204
5.62,465204
5.63,465204
5.65,465204
5.67,465204
5.68,465204
5.7,465204
5.72,465204
5.73,465204
5.75,465204
5.77,3256679
5.78,546875
5.8,546875
5.82,546875
5.83,546875
5.85,546875
5.87,546875
5.88,546875
5.9,546875
5.92,546875
5.93,546875
5.95,546875
5.97,546875
5.98,546875
6,546875
6.02,546875
6.03,546875
6.05,546875
6.07,546875
6.08,546875
6.1,546875
6.12,546875
6.13,546875
6.15,546875
6.17,546875
6.18,546875
6.2,546875
6.22,546875
6.23,546875
6.25,546875
6.27,546875
6.28,546875
6.3,546875
6.32,546875
6.33,546875
6.35,546875
6.37,546875
6.38,546875
6.4,546875
6.42,546875
6.43,546875
6.45,546875
6.47,546875
6.48,546875
6.5,546875
6.52,546875
6.53,546875
6.55,546875
6.57,546875
6.58,546875
6.6,546875
6.62,546875
6.63,546875
6.65,546875
6.67,546875
6.68,546875
6.7,546875
6.72,546875
6.73,3490023
6.75,780219
6.77,780219
6.78,780219
6.8,780219
6.82,780219
6.83,780219
6.85,780219
6.87,780219
6.88,780219
6.9,780219
6.92,780219
6.93,780219
6.95,780219
6.97,780219
6.98,780219
7,780219
7.02,780219
7.03,780219
7.05,780219
7.07,780219
7.08,780219
7.1,780219
7.12,780219
7.13,780219
7.15,780219
7.17,780219
7.18,780219
7.2,780219
7.22,780219
7.23,780219
7.25,780219
7.27,780219
7.28,780219
7.3,780219
7.32,780219
7.33,780219
7.35,780219
7.37,780219
7.38,780219
7.4,780219
7.42,780219
7.43,780219
7.45,780219
7.47,780219
7.48,780219
7.5,780219
7.52,780219
7.53,780219
7.55,780219
7.57,780219
7.58,780219
7.6,780219
7.62,780219
7.63,780219
7.65,780219
7.67,780219
7.68,2804164
7.7,917834
7.72,917834
7.73,917834
7.75,917834
7.77,917834
7.78,917834
7.8,917834
7.82,917834
7.83,917834
7.85,917834
7.87,917834
7.88,917834
7.9,917834
7.92,917834
7.93,917834
7.95,917834
7.97,917834
7.98,917834
8,917834
8.02,917834
8.03,917834
8.05,917834
8.07,917834
8.08,917834
8.1,917834
8.12,917834
8.13,917834
8.15,917834
8.17,917834
8.18,917834
8.2,917834
8.22,917834
8.23,917834
8.25,917834
8.27,917834
8.28,917834
8.3,917834
8.32,917834
8.33,917834
8.35,917834
8.37,917834
8.38,917834
8.4,917834
8.42,917834
8.43,917834
8.45,917834
8.47,917834
8.48,917834
8.5,917834
8.52,917834
8.53,917834
8.55,917834
8.57,917834
8.58,917834
8.6,917834
8.62,917834
8.63,917834
8.65,3860982
8.67,1151178
8.68,1151178
8.7,1151178
8.72,1151178
8.73,1151178
8.75,1151178
8.77,1151178
8.78,1151178
8.8,1151178
8.82,1151178
8.83,1151178
8.85,1151178
8.87,1151178
8.88,1151178
8.9,1151178
8.92,1151178
8.93,1151178
8.95,1151178
8.97,1151178
8.98,1151178
9,1151178
9.02,1151178
9.03,1151178
9.05,1151178
9.07,1151178
9.08,1151178
9.1,1151178
9.12,1151178
9.13,1151178
9.15,1151178
9.17,1151178
9.18,1151178
9.2,1151178
9.22,1151178
9.23,1151178
9.25,1151178
9.27,1151178
9.28,1151178
9.3,1151178
9.32,1151178
9.33,1151178
9.35,1151178
9.37,1151178
9.38,1151178
9.4,1151178
9.42,1151178
9.43,1151178
9.45,1151178
9.47,1151178
9.48,1151178
9.5,1151178
9.52,1151178
9.53,1151178
9.55,1151178
9.57,1151178
9.58,1151178
9.6,4119146
9.62,1409341
9.63,1409341
9.65,1409341
9.67,1409341
9.68,1409341
9.7,1409341
9.72,1409341
9.73,1409341
9.75,1409341
9.77,1409341
9.78,1409341
9.8,1409341
9.82,1409341
9.83,1409341
9.85,1409341
9.87,1409341
9.88,1409341
9.9,1409341
9.92,1409341
9.93,1409341
9.95,1409341
9.97,1409341
9.98,1409341
10,1409341
10.02,1409341
10.03,1409341
10.05,1409341
10.07,1409341
10.08,1409341
10.1,1409341
10.12,1409341
10.13,1409341
10.15,1409341
10.17,1409341
10.18,1409341
10.2,1409341
10.22,1409341
10.23,1409341
10.25,1409341
10.27,1409341
10.28,1409341
10.3,1409341
10.32,1409341
10.33,1409341
10.35,1409341
10.37,1409341
10.38,1409341
10.4,1409341
10.42,1409341
10.43,1409341
10.45,1409341
10.47,1409341
10.48,1409341
10.5,1409341
10.52,1409341
10.53,1409341
10.55,1409341
10.57,4352490
10.58,1642686
10.6,1642686
10.62,1642686
10.63,1642686
10.65,1642686
10.67,1642686
10.68,1642686
10.7,1642686
10.72,1642686
10.73,1642686
10.75,1642686
10.77,1642686
10.78,1642686
10.8,1642686
10.82,1642686
10.83,1642686
10.85,1642686
10.87,1642686
10.88,1642686
10.9,1642686
10.92,1642686
10.93,1642686
10.95,1642686
10.97,1642686
10.98,1642686
11,1642686
11.02,1642686
11.03,1642686
11.05,1642686
11.07,1642686
11.08,1642686
11.1,1642686
11.12,1642686
11.13,1642686
11.15,1642686
11.17,1642686
11.18,1642686
11.2,1642686
11.22,1642686
11.23,1642686
11.25,1642686
11.27,1642686
11.28,1642686
11.3,1642686
11.32,1642686
11.33,1642686
11.35,1642686
11.37,1642686
11.38,1642686
11.4,1642686
11.42,1642686
11.43,1642686
11.45,1642686
11.47,1642686
11.48,1642686
11.5,1642686
11.52,4585834
11.53,1876030
11.55,1876030
11.57,1876030
11.58,1876030
11.6,1876030
11.62,1876030
11.63,1876030
11.65,1876030
11.67,1876030
11.68,1876030
11.7,1876030
11.72,1876030
11.73,1876030
11.75,1876030
11.77,1876030
11.78,1876030
11.8,1876030
11.82,1876030
11.83,1876030
11.85,1876030
11.87,1876030
11.88,1876030
11.9,1876030
11.92,1876030
11.93,1876030
11.95,1876030
11.97,1876030
11.98,1876030
12,1876030
12.02,1876030
12.03,1876030
12.05,1876030
12.07,1876030
12.08,1876030
12.1,1876030
12.12,1876030
12.13,1876030
12.15,1876030
12.17,1876030
12.18,1876030
12.2,1876030
12.22,1876030
12.23,1876030
12.25,1876030
12.27,1876030
12.28,1876030
12.3,1876030
12.32,1876030
12.33,1876030
12.35,1876030
12.37,1876030
12.38,1876030
12.4,1876030
12.42,1876030
12.43,1876030
12.45,1876030
12.47,1876030
12.48,4819178
12.5,2109374
